City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
303,Ende,ID,29.17,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
305,Lorengau,PG,29.62,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
306,Makat,KZ,21.59,clear sky,47.6469,53.3463,Umit
307,Manavalakurichi,IN,25.05,overcast clouds,8.1333,77.3,Udaya Boys Hostel
312,Wuwei,CN,25.14,clear sky,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
313,Namatanai,PG,29.24,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
314,Melilla,ES,24.11,overcast clouds,35.2937,-2.9383,Hotel Nacional
317,Dayong,CN,28.82,overcast clouds,25.0209,118.2898,Haiyue Express Hotel
321,Tarakan,ID,26.72,few clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
322,Vila Franca Do Campo,PT,23.23,few clouds,37.7167,-25.4333,Pestana Bahia Praia
325,Celestun,MX,28.1,clear sky,20.8667,-90.4,Posada Lilia
326,Cairns,AU,25.59,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
328,Istok,XK,20.09,broken clouds,42.7808,20.4875,Hotel TROFTA
336,Barcelos,PT,24.05,clear sky,41.5388,-8.6151,Hotel Do Terço
339,Karratha,AU,22.05,clear sky,-20.7377,116.8463,ibis Styles Karratha
350,Mehriz,IR,29.28,clear sky,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
351,Xiuyan,CN,22.8,clear sky,40.2928,123.2744,Helin Holiday Hotel
352,Pochutla,MX,28.47,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
356,Puerto Colombia,CO,26.05,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
357,Verkhnevilyuysk,RU,23.57,scattered clouds,63.4453,120.3167,Gostinitsa Mila
358,Yuanping,CN,21.01,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
359,Shelburne,CA,21.94,broken clouds,44.0787,-80.2041,The Retreat at the Farm
362,Brigantine,US,29.45,clear sky,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
363,Galapa,CO,25.59,broken clouds,10.8969,-74.886,HOTEL PLAZA REAL
365,Takoradi,GH,23.79,overcast clouds,4.8845,-1.7554,Raybow International Hotel
367,Shellbrook,CA,27.57,broken clouds,53.2168,-106.4011,Shellbrook Hotel
370,Eureka,US,21.22,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
371,Sri Aman,MY,24.03,scattered clouds,1.2376,111.4621,Seri Simanggang Hotel
372,Nisia Floresta,BR,24.21,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
376,Zirandaro,MX,27.27,scattered clouds,18.45,-100.9833,Hotel Pineda
380,Gorontalo,ID,29.53,scattered clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
